920,2765,729,328,82,647,0,0
930,2540,699,328,82,617,0,0
940,2643,661,328,82,579,0,0
950,2890,664,328,82,582,0,0
960,3196,714,328,82,632,0,0
970,3252,774,328,82,692,0,0
980,3085,800,328,82,718,0,0
990,2863,776,328,82,694,0,0
1000,2851,736,328,82,654,0,0
1010,3110,726,328,82,644,0,0
1020,3330,764,328,82,682,0,0
1030,3401,815,328,82,733,1,1
1040,3252,837,328,82,755,1,1
1050,3046,817,328,82,735,1,1
1060,3085,782,328,82,700,0,0
1070,3326,780,328,82,698,0,0
1080,3514,818,328,82,736,1,1
1090,3449,857,328,82,775,1,1
1100,3200,856,328,82,774,1,1
1110,3032,815,328,82,733,1,1
1120,3123,778,328,82,696,0,0
1130,3377,784,328,82,702,0,0
1140,3524,827,328,82,745,1,1
1150,3407,861,328,82,779,1,1
1160,3151,850,328,82,768,1,1
1170,3069,807,328,82,725,1,1
1180,3209,782,328,82,700,0,0
1190,3464,801,328,82,719,1,1
1200,3562,847,328,82,765,1,1
1210,3441,875,328,82,793,1,1
1220,3190,859,328,82,777,1,1
1230,3118,817,328,82,735,1,1
1240,3300,795,328,82,713,0,0
1250,3544,820,328,82,738,1,1
1260,3590,865,328,82,783,1,1
1270,3389,883,328,82,801,1,1
1280,3155,854,328,82,772,1,1
1290,3177,811,328,82,729,1,1
1300,3394,803,328,82,721,1,1
1310,3657,840,328,82,758,1,1
1320,3648,889,328,82,807,1,1
1330,3418,901,328,82,819,1,1
1340,3211,866,328,82,784,1,1
1350,3248,824,328,82,742,1,1
1360,3488,820,328,82,738,1,1
1370,3678,858,328,82,776,1,1
1380,3614,898,328,82,816,1,1
1390,3365,897,328,82,815,1,1
1400,3196,856,328,82,774,1,1
1410,3286,819,328,82,737,1,1
1420,3539,825,328,82,743,1,1
1430,3687,868,328,82,786,1,1
1440,3572,902,328,82,820,1,1
1450,3316,891,328,82,809,1,1
1460,3192,846,328,82,764,1,1
1470,3331,816,328,82,734,1,1
